timestamp,wind_direction,wind_speed,temperature,rainfall,humidity
2025-04-15 09:00:00,6.0,2.1,27.1,0.0,94.3
2025-04-15 10:00:00,55.0,2.8,29.2,0.0,80.8
2025-04-15 11:00:00,1.0,3.6,30.2,0.0,74.4
2025-04-15 12:00:00,64.0,2.5,31.9,0.0,65.2
2025-04-15 13:00:00,113.0,2.6,31.9,0.0,63.5
2025-04-15 14:00:00,186.0,4.2,31.0,0.0,71.7
2025-04-15 15:00:00,216.0,3.7,30.0,0.0,76.1
2025-04-15 16:00:00,44.0,2.6,27.2,0.0,77.7
2025-04-15 17:00:00,154.0,3.3,26.3,0.0,92.6
2025-04-15 18:00:00,134.0,2.8,26.8,0.0,89.8
2025-04-15 19:00:00,102.0,4.8,26.3,0.0,94.9
2025-04-15 20:00:00,137.0,5.0,25.3,0.0,95.4
2025-04-15 21:00:00,103.0,2.2,25.9,0.0,91.6
2025-04-15 22:00:00,25.0,2.2,25.3,0.0,96.9
2025-04-15 23:00:00,112.0,0.5,26.7,0.0,91.2
2025-04-16 00:00:00,68.0,1.3,26.1,0.0,92.3
2025-04-16 01:00:00,64.0,3.2,25.9,0.0,95.4
2025-04-16 02:00:00,67.0,2.4,26.0,0.0,96.3
2025-04-16 03:00:00,182.0,0.6,26.4,0.0,94.3
2025-04-16 04:00:00,30.0,0.8,26.4,0.0,92.4
2025-04-16 05:00:00,113.0,1.0,26.1,0.0,94.2
2025-04-16 06:00:00,47.0,1.4,26.0,0.0,96.4
2025-04-16 07:00:00,45.0,3.0,25.6,0.0,98.6
2025-04-16 08:00:00,57.0,2.7,26.0,0.0,97.1
2025-04-16 09:00:00,25.0,1.6,27.9,0.0,88.6
2025-04-16 10:00:00,53.0,2.5,29.1,0.0,83.1
2025-04-16 11:00:00,351.0,3.2,29.7,0.0,76.6
2025-04-16 12:00:00,16.0,3.9,30.7,0.0,67.7
2025-04-16 13:00:00,355.0,4.6,31.1,0.0,66.9
2025-04-16 14:00:00,305.0,4.6,32.2,0.0,66.3
2025-04-16 15:00:00,326.0,5.8,32.2,0.0,67.9
2025-04-16 16:00:00,310.0,6.5,32.6,0.0,64.4
2025-04-16 17:00:00,314.0,3.5,30.8,0.0,72.0
2025-04-16 18:00:00,351.0,2.1,30.0,0.0,76.3
2025-04-16 19:00:00,95.0,2.9,28.8,0.0,81.1
2025-04-16 20:00:00,96.0,3.5,28.2,0.0,83.8
2025-04-16 21:00:00,72.0,4.7,26.9,0.0,89.9
2025-04-16 22:00:00,84.0,4.1,26.7,0.0,89.8
2025-04-16 23:00:00,84.0,3.7,26.7,0.0,89.6
2025-04-17 00:00:00,62.0,4.5,26.2,0.0,91.6
2025-04-17 01:00:00,62.0,3.9,25.9,0.0,90.2
2025-04-17 02:00:00,333.0,5.3,26.1,0.0,86.0
2025-04-17 03:00:00,334.0,9.1,23.8,1.2,
2025-04-17 04:00:00,340.0,6.5,23.0,0.2,
2025-04-17 05:00:00,11.0,4.3,23.7,0.0,98.4
2025-04-17 06:00:00,58.0,5.2,23.6,0.0,99.8
2025-04-17 07:00:00,85.0,3.5,23.7,0.0,98.8
2025-04-17 08:00:00,102.0,3.6,24.0,0.0,93.9
2025-04-17 09:00:00,141.0,2.8,24.9,0.0,87.6
2025-04-17 10:00:00,63.0,3.7,25.9,0.0,84.8
2025-04-17 11:00:00,55.0,2.7,26.8,0.0,78.3
2025-04-17 12:00:00,349.0,4.2,28.2,0.0,73.8
2025-04-17 13:00:00,349.0,7.1,29.0,0.0,74.7
2025-04-17 14:00:00,348.0,6.7,29.8,0.0,72.2
2025-04-17 15:00:00,334.0,8.6,30.5,0.0,68.6
2025-04-17 16:00:00,336.0,6.8,31.7,0.0,64.7
2025-04-17 17:00:00,342.0,6.2,31.5,0.0,64.2
2025-04-17 18:00:00,332.0,6.7,31.0,0.0,63.9
2025-04-17 19:00:00,345.0,4.7,29.9,0.0,65.3
2025-04-17 20:00:00,354.0,2.6,29.0,0.0,73.6
2025-04-17 21:00:00,349.0,3.9,28.4,0.0,77.7
